lat,lon,timezone,timezone_offset,dt,sunrise,sunset,moonrise,moonset,moon_phase,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,weather,clouds,pop,uvi,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,rain,Day,snow,Search_Name
-33.9659,25.508,Africa/Johannesburg,7200,1650535200,1650516288,1650556094,1650570120,1650534960,0.67,1011,35,10.18,5.44,234,7.96,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",40,0.0,5.63,28.17,18.06,28.17,18.37,21.17,21.72,27.49,18.46,21.14,20.97,,Day_3,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650621600,1650602734,1650642425,1650660480,1650625020,0.71,1015,69,14.48,10.49,241,13.77,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",20,1.0,4.62,20.14,16.93,20.14,17.13,17.23,17.62,20.01,16.62,16.94,17.79,3.8,Day_4,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650708000,1650689180,1650728757,1650751020,1650714540,0.75,1021,65,9.87,5.34,221,7.8,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,0.89,2.79,16.15,14.55,16.58,15.24,14.55,15.82,15.52,15.25,14.25,15.23,4.7,Day_5,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650794400,1650775626,1650815090,0,1650803520,0.78,1012,82,14.25,8.32,231,10.4,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",53,0.99,3.0,17.14,15.36,17.26,16.03,16.23,15.36,17.05,15.83,16.0,15.35,11.65,Day_6,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650880800,1650862072,1650901424,1650841560,1650892140,0.82,1009,93,13.57,13.7,219,20.31,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",100,1.0,3.0,14.46,14.46,15.84,15.17,15.84,14.75,14.39,14.83,15.52,14.58,60.87,Day_7,,Besancon
43.4711,-1.5527,Europe/Paris,7200,1650283200,1650259134,1650307910,1650316680,1650262560,0.56,1018,79,10.78,4.99,265,8.06,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",64,0.28,6.48,14.38,12.38,14.38,12.89,14.09,12.39,13.94,12.56,13.75,12.09,0.68,Today,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650369600,1650345437,1650394381,0,1650351000,0.6,1016,87,8.27,6.29,313,8.26,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,1.15,10.48,10.06,12.27,10.06,10.43,11.56,9.86,9.24,9.67,10.83,4.8,Day_1,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650456000,1650431741,1650480852,1650407820,1650439920,0.64,1009,78,7.02,9.81,307,13.1,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,0.68,10.82,9.21,11.1,11.06,10.62,9.21,9.99,10.49,10.09,7.41,15.32,Day_2,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650542400,1650518046,1650567324,1650498780,1650529500,0.67,1005,65,5.89,9.88,307,13.39,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",95,0.99,0.87,12.41,10.05,13.22,10.05,13.22,10.98,11.4,9.36,12.35,9.99,4.28,Day_3,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650628800,1650604352,1650653795,1650589080,1650619800,0.71,999,54,7.16,5.17,148,10.96,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.43,4.25,16.46,9.31,16.96,12.88,14.91,10.48,15.57,12.05,14.1,9.59,0.32,Day_4,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650715200,1650690658,1650740267,1650678720,1650710520,0.75,1002,85,7.12,8.72,232,16.16,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",97,1.0,1.45,9.54,9.54,13.86,10.81,13.08,12.46,5.89,10.01,12.35,11.77,10.87,Day_5,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650801600,1650776966,1650826738,1650767580,1650801420,0.78,1012,49,7.42,4.26,107,10.38,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",58,0.31,2.0,18.51,9.24,19.56,13.43,17.29,9.58,17.7,12.97,16.9,7.87,,Day_6,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650888000,1650863275,1650913209,1650855960,1650892320,0.82,1010,54,8.51,3.34,118,6.52,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",99,0.8,2.0,17.85,12.29,17.85,12.92,15.55,12.49,17.1,12.57,15.12,11.57,1.13,Day_7,,Biarritz
43.1572,6.3293,Europe/Paris,7200,1650279600,1650257274,1650305987,1650314580,1650260700,0.56,1015,47,4.57,4.63,196,5.45,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",74,0.0,6.24,16.06,10.97,16.44,13.08,15.04,11.12,14.95,12.19,14.24,10.51,,Today,,Bormes-les-Mimosas
43.1572,6.3293,Europe/Paris,7200,1650366000,1650343578,1650392458,0,1650349080,0.6,1010,50,5.83,4.67,214,7.51,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",67,0.0,6.25,17.25,10.12,17.85,12.26,17.24,10.12,16.34,11.79,16.56,9.12,,Day_1,,Bormes-les-Mimosas
43.1572,6.3293,Europe/Paris,7200,1650452400,1650429883,1650478928,1650405780,1650438060,0.64,1006,74,10.85,10.55,75,13.89,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",100,1.0,4.36,15.66,11.3,15.68,12.42,12.64,12.52,15.21,12.07,12.41,12.18,20.72,Day_2,,Bormes-les-Mimosas
43.1572,6.3293,Europe/Paris,7200,1650538800,1650516188,1650565399,1650496740,1650527640,0.67,1000,75,9.24,8.66,75,13.71,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.96,3.95,13.77,12.12,16.09,12.23,12.56,12.89,13.16,11.88,12.17,12.14,3.45,Day_3,,Bormes-les-Mimosas
43.1572,6.3293,Europe/Paris,7200,1650625200,1650602495,1650651869,1650587040,1650617880,0.71,1006,65,9.27,4.53,180,6.34,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",89,0.92,4.16,16.44,11.78,16.44,12.91,14.2,12.67,15.84,12.63,13.95,12.19,0.87,Day_4,,Bormes-les-Mimosas
43.1572,6.3293,Europe/Paris,7200,1650711600,1650688803,1650738339,1650676680,1650708600,0.75,1009,67,10.26,7.44,96,9.95,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",66,0.92,1.28,16.8,11.75,16.8,11.75,13.51,13.72,16.29,11.17,13.14,13.55,6.17,Day_5,,Bormes-les-Mimosas
43.1572,6.3293,Europe/Paris,7200,1650798000,1650775111,1650824810,1650765600,1650799500,0.78,1012,56,7.7,8.94,267,14.78,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",19,0.89,2.0,17.41,10.59,17.59,13.28,15.42,12.58,16.67,12.57,14.69,11.72,0.12,Day_6,,Bormes-les-Mimosas
43.1572,6.3293,Europe/Paris,7200,1650884400,1650861421,1650911280,1650853920,1650890340,0.82,1014,65,10.42,4.09,133,4.92,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",24,0.0,2.0,17.61,11.43,17.61,12.84,14.8,12.41,17.12,12.43,14.37,11.56,,Day_7,,Bormes-les-Mimosas
43.213,2.3491,Europe/Paris,7200,1650279600,1650258223,1650306949,1650315600,1650261660,0.56,1016,51,7.34,6.74,285,13.86,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",53,0.02,5.67,18.54,11.03,20.35,15.55,18.39,11.1,17.78,14.83,17.59,10.59,,Today,,Carcassonne
43.213,2.3491,Europe/Paris,7200,1650366000,1650344527,1650393419,0,1650350040,0.6,1014,79,8.08,6.32,284,10.73,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,0.94,3.6,12.34,8.76,14.43,8.76,9.67,12.12,11.69,6.11,6.99,11.71,2.14,Day_1,,Carcassonne
43.213,2.3491,Europe/Paris,7200,1650452400,1650430831,1650479890,1650406800,1650439020,0.64,1008,92,5.63,4.66,271,9.11,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,0.64,7.57,7.57,8.68,8.28,8.38,8.26,4.85,6.39,6.31,5.87,19.76,Day_2,,Carcassonne
43.213,2.3491,Europe/Paris,7200,1650538800,1650517137,1650566360,1650497760,1650528600,0.67,1005,85,6.99,5.65,286,9.41,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,0.87,10.18,7.73,10.64,7.73,10.16,8.78,9.47,6.65,9.42,7.14,0.67,Day_3,,Carcassonne
43.213,2.3491,Europe/Paris,7200,1650625200,1650603443,1650652831,1650588060,1650618900,0.71,1001,58,8.0,5.17,94,6.46,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,5.0,17.02,7.17,17.8,11.54,14.2,8.27,16.29,11.0,13.53,6.57,,Day_4,,Carcassonne
43.213,2.3491,Europe/Paris,7200,1650711600,1650689751,1650739301,1650677640,1650709560,0.75,997,66,9.84,7.54,113,16.25,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",95,0.98,3.75,17.0,8.94,17.0,8.94,10.44,11.43,16.48,7.04,9.71,10.93,6.32,Day_5,,Carcassonne
43.213,2.3491,Europe/Paris,7200,1650798000,1650776059,1650825772,1650766560,1650800520,0.78,1014,47,6.77,1.89,312,3.1,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",54,0.36,4.0,19.01,7.5,20.38,12.47,16.99,8.73,18.19,11.7,16.36,8.73,,Day_6,,Carcassonne
43.213,2.3491,Europe/Paris,7200,1650884400,1650862369,1650912243,1650854940,1650891360,0.82,1011,47,7.6,6.93,100,8.24,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",92,0.53,4.0,19.94,10.79,19.94,11.24,14.71,11.57,19.22,10.67,14.09,10.66,2.37,Day_7,,Carcassonne
43.214,5.5396,Europe/Paris,7200,1650279600,1650257458,1650306182,1650314820,1650260880,0.56,1015,61,7.7,3.63,188,3.44,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",99,0.0,5.97,15.79,13.19,16.35,14.96,16.16,13.19,15.02,14.34,15.55,12.16,,Today,,Cassis
43.214,5.5396,Europe/Paris,7200,1650366000,1650343762,1650392653,0,1650349260,0.6,1010,49,6.01,6.43,251,7.93,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",55,0.0,6.25,18.17,13.28,18.21,14.35,16.52,13.28,17.32,13.88,15.98,12.57,,Day_1,,Cassis
43.214,5.5396,Europe/Paris,7200,1650452400,1650430066,1650479123,1650406020,1650438240,0.64,1005,61,9.5,8.97,103,12.94,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",100,1.0,3.87,17.83,13.43,17.83,13.65,13.45,13.71,17.26,13.24,13.2,13.2,20.3,Day_2,,Cassis
43.214,5.5396,Europe/Paris,7200,1650538800,1650516372,1650565594,1650496920,1650527820,0.67,1000,66,9.24,7.51,87,13.01,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.85,4.15,16.15,13.59,16.15,13.6,13.88,13.8,15.54,13.31,13.57,13.06,3.4,Day_3,,Cassis
43.214,5.5396,Europe/Paris,7200,1650625200,1650602678,1650652065,1650587220,1650618060,0.71,1005,66,9.5,7.68,141,9.6,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",94,0.69,5.44,16.55,13.21,16.55,14.71,15.46,13.34,15.98,14.43,15.15,12.92,0.65,Day_4,,Cassis
43.214,5.5396,Europe/Paris,7200,1650711600,1650688986,1650738535,1650676860,1650708780,0.75,1007,60,8.66,12.52,119,16.42,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",65,0.99,1.85,17.22,12.84,17.22,12.84,13.61,14.7,16.56,12.24,13.06,14.52,7.04,Day_5,,Cassis
43.214,5.5396,Europe/Paris,7200,1650798000,1650775294,1650825006,1650765780,1650799680,0.78,1014,65,8.92,6.87,260,12.78,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12,0.78,2.0,16.07,11.56,16.2,14.86,15.58,13.06,15.43,14.26,14.92,12.41,,Day_6,,Cassis
43.214,5.5396,Europe/Paris,7200,1650884400,1650861604,1650911476,1650854160,1650890520,0.82,1014,58,8.55,5.04,153,5.73,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",20,0.0,2.0,17.41,13.52,17.41,14.84,15.84,14.03,16.72,14.55,15.44,13.32,,Day_7,,Cassis
48.2495,7.3443,Europe/Paris,7200,1650279600,1650256512,1650306262,1650315360,1650259620,0.56,1017,42,0.38,2.33,72,3.08,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,4.83,11.65,0.85,13.53,8.41,12.72,0.9,9.97,7.82,11.17,0.9,,Today,,Château du Haut-Kœnigsbourg
48.2495,7.3443,Europe/Paris,7200,1650366000,1650342799,1650392749,0,1650347760,0.6,1011,48,3.42,3.66,47,5.47,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",86,0.0,4.7,13.06,2.81,13.95,6.29,11.38,2.84,11.67,5.07,10.06,2.84,,Day_1,,Château du Haut-Kœnigsbourg
48.2495,7.3443,Europe/Paris,7200,1650452400,1650429087,1650479237,1650406860,1650436380,0.64,1009,51,2.24,4.28,37,6.2,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",93,0.0,4.68,10.89,2.65,12.71,4.55,10.6,2.67,9.37,3.02,9.13,0.52,,Day_2,,Château du Haut-Kœnigsbourg
48.2495,7.3443,Europe/Paris,7200,1650538800,1650515375,1650565724,1650498000,1650525840,0.67,1004,50,3.79,2.62,52,3.04,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",96,0.0,4.8,12.92,2.68,13.82,7.15,9.56,2.68,11.57,5.85,8.76,2.68,,Day_3,,Château du Haut-Kœnigsbourg
48.2495,7.3443,Europe/Paris,7200,1650625200,1650601665,1650652212,1650588360,1650616080,0.71,1002,57,6.97,1.93,74,2.19,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",83,0.39,5.01,14.31,5.09,15.22,8.75,11.44,6.72,13.28,7.81,10.62,6.72,,Day_4,,Château du Haut-Kœnigsbourg
48.2495,7.3443,Europe/Paris,7200,1650711600,1650687956,1650738699,1650677820,1650706980,0.75,1004,59,8.99,5.37,268,9.51,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",84,0.98,3.85,15.76,8.94,15.76,9.75,11.72,9.16,14.93,7.14,11.27,9.16,6.19,Day_5,,Château du Haut-Kœnigsbourg
48.2495,7.3443,Europe/Paris,7200,1650798000,1650774248,1650825186,1650766500,1650798120,0.78,1011,74,5.12,3.13,218,6.45,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,4.0,8.41,5.74,9.07,7.03,7.22,6.55,6.52,6.4,6.59,5.52,3.96,Day_6,,Château du Haut-Kœnigsbourg
48.2495,7.3443,Europe/Paris,7200,1650884400,1650860541,1650911673,1650854580,1650889260,0.82,1013,71,8.82,1.41,184,2.73,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",89,0.93,4.0,12.78,6.73,14.01,7.57,10.61,7.49,11.97,7.57,9.89,7.49,4.03,Day_7,,Château du Haut-Kœnigsbourg
48.0778,7.358,Europe/Paris,7200,1650279600,1650256528,1650306239,1650315360,1650259680,0.56,1017,43,1.51,2.49,26,3.72,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,4.83,14.54,3.71,16.72,11.67,15.72,3.71,13.17,10.43,14.47,3.71,,Today,,Colmar
48.0778,7.358,Europe/Paris,7200,1650366000,1650342816,1650392726,0,1650347760,0.6,1012,51,5.07,3.58,38,5.99,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",88,0.0,4.7,15.82,5.86,16.8,9.51,14.46,5.86,14.79,8.2,13.53,5.86,,Day_1,,Colmar
48.0778,7.358,Europe/Paris,7200,1650452400,1650429104,1650479213,1650406800,1650436440,0.64,1009,51,3.58,4.51,21,7.79,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",92,0.0,4.68,14.07,5.86,16.06,7.9,13.62,5.86,12.86,6.37,12.47,3.82,,Day_2,,Colmar
48.0778,7.358,Europe/Paris,7200,1650538800,1650515393,1650565700,1650497940,1650525900,0.67,1004,51,5.24,2.95,36,4.7,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",93,0.0,4.8,15.88,5.91,16.74,10.83,12.7,5.94,14.86,10.01,11.96,5.94,,Day_3,,Colmar
48.0778,7.358,Europe/Paris,7200,1650625200,1650601684,1650652187,1650588300,1650616140,0.71,1002,56,7.71,1.77,352,2.73,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",90,0.42,5.01,17.07,8.17,18.23,12.02,14.53,9.65,16.29,11.5,14.0,9.13,0.12,Day_4,,Colmar
48.0778,7.358,Europe/Paris,7200,1650711600,1650687975,1650738673,1650677760,1650707040,0.75,1004,60,10.39,7.26,245,12.38,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",85,0.97,3.85,19.07,11.99,19.07,12.33,15.31,12.48,18.6,11.94,15.12,12.06,5.39,Day_5,,Colmar
48.0778,7.358,Europe/Paris,7200,1650798000,1650774267,1650825160,1650766440,1650798180,0.78,1011,76,6.12,4.17,212,8.54,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,4.0,10.9,8.87,12.03,10.16,10.45,9.76,10.03,9.56,9.85,8.07,2.64,Day_6,,Colmar
48.0778,7.358,Europe/Paris,7200,1650884400,1650860561,1650911647,1650854520,1650889320,0.82,1013,76,9.92,1.84,187,3.84,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",94,0.94,4.0,14.8,9.76,17.23,10.65,13.77,10.15,14.32,10.12,13.34,9.73,5.5,Day_7,,Colmar
47.3216,5.0415,Europe/Paris,7200,1650279600,1650257166,1650306713,1650315780,1650260340,0.56,1016,50,3.35,3.51,47,7.89,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,4.88,13.99,3.44,16.8,12.38,16.39,3.44,12.75,11.32,15.39,0.73,,Today,,Dijon
47.3216,5.0415,Europe/Paris,7200,1650366000,1650343457,1650393197,0,1650348540,0.6,1012,59,6.68,3.18,356,4.99,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,4.34,15.04,6.57,16.22,8.48,14.44,6.57,14.14,6.62,13.87,6.57,,Day_1,,Dijon
47.3216,5.0415,Europe/Paris,7200,1650452400,1650429748,1650479681,1650407160,1650437220,0.64,1007,59,6.38,5.93,54,10.57,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",99,0.0,4.8,14.52,6.18,15.65,8.16,14.2,6.18,13.57,5.99,13.56,3.21,,Day_2,,Dijon
47.3216,5.0415,Europe/Paris,7200,1650538800,1650516040,1650566165,1650498240,1650526740,0.67,1004,78,7.39,3.04,354,4.9,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.24,4.55,11.43,6.87,15.68,9.65,12.44,7.32,10.67,8.56,11.88,7.32,,Day_3,,Dijon
47.3216,5.0415,Europe/Paris,7200,1650625200,1650602333,1650652649,1650588600,1650616980,0.71,1001,66,10.67,6.32,177,12.67,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",96,0.41,4.69,17.45,9.15,18.5,11.51,14.88,10.08,16.97,10.54,14.15,9.31,,Day_4,,Dijon
47.3216,5.0415,Europe/Paris,7200,1650711600,1650688627,1650739133,1650678120,1650707820,0.75,1004,71,9.63,5.73,150,12.67,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",80,1.0,3.72,15.13,6.77,15.83,6.77,12.42,9.25,14.55,5.17,12.07,8.75,5.5,Day_5,,Dijon
47.3216,5.0415,Europe/Paris,7200,1650798000,1650774922,1650825617,1650766800,1650798960,0.78,1011,94,8.61,6.98,184,13.57,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,4.0,9.82,6.74,10.15,9.91,10.11,7.1,7.35,8.51,9.71,3.22,3.83,Day_6,,Dijon
47.3216,5.0415,Europe/Paris,7200,1650884400,1650861218,1650912101,1650855000,1650890040,0.82,1012,67,10.56,2.13,237,3.1,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",52,0.49,4.0,16.96,9.34,17.97,10.56,14.49,9.98,16.46,10.07,14.11,9.98,1.76,Day_7,,Dijon
48.0448,7.308,Europe/Paris,7200,1650279600,1650256544,1650306248,1650315360,1650259680,0.56,1017,42,1.16,2.35,54,3.59,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,4.83,14.63,3.94,16.72,11.84,15.69,3.94,13.25,10.57,14.44,2.92,,Today,,Eguisheim
48.0448,7.308,Europe/Paris,7200,1650366000,1650342831,1650392734,0,1650347820,0.6,1011,50,4.89,3.45,41,5.79,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",88,0.0,4.7,15.98,6.16,16.77,9.71,14.48,6.16,14.94,8.44,13.55,6.16,,Day_1,,Eguisheim
48.0448,7.308,Europe/Paris,7200,1650452400,1650429120,1650479221,1650406800,1650436440,0.64,1009,52,3.43,4.17,23,7.52,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",90,0.0,4.68,13.95,6.14,16.01,8.06,13.59,6.14,12.76,6.55,12.41,4.35,,Day_2,,Eguisheim
48.0448,7.308,Europe/Paris,7200,1650538800,1650515409,1650565708,1650497940,1650525900,0.67,1004,50,5.02,2.8,41,4.24,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",95,0.0,4.8,16.06,6.11,16.74,11.21,12.65,6.19,15.03,10.37,11.93,6.19,,Day_3,,Eguisheim
48.0448,7.308,Europe/Paris,7200,1650625200,1650601700,1650652194,1650588300,1650616140,0.71,1002,56,7.55,1.95,274,2.53,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",93,0.44,5.01,17.24,8.54,18.29,12.2,14.42,10.05,16.48,11.72,13.9,9.12,0.17,Day_4,,Eguisheim
48.0448,7.308,Europe/Paris,7200,1650711600,1650687991,1650738681,1650677760,1650707040,0.75,1004,60,10.26,7.64,247,13.21,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",83,0.98,3.85,18.99,11.99,18.99,11.99,15.21,12.54,18.51,11.54,15.03,12.12,5.34,Day_5,,Eguisheim
