lat,lon,timezone,timezone_offset,dt,sunrise,sunset,moonrise,moonset,moon_phase,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,weather,clouds,pop,uvi,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,rain,Day,snow,Search_Name
44.0176,1.355,Europe/Paris,7200,1650452400,1650430989,1650480209,1650407220,1650439080,0.64,1007,95,7.46,4.97,233,7.72,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,1.64,8.28,7.96,9.65,8.52,9.13,8.1,5.45,8.52,7.58,5.98,9.73,Day_2,,Montauban
44.0176,1.355,Europe/Paris,7200,1650538800,1650517292,1650566682,1650498180,1650528660,0.67,1005,92,8.2,4.93,241,7.97,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",99,0.48,2.41,9.46,7.95,10.42,9.49,10.3,7.95,6.94,8.45,9.71,7.95,0.32,Day_3,,Montauban
44.0176,1.355,Europe/Paris,7200,1650625200,1650603596,1650653155,1650588540,1650618900,0.71,1000,56,7.96,3.66,101,6.86,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.36,4.81,16.78,6.26,17.79,11.11,15.45,7.12,15.98,10.5,14.77,5.35,0.25,Day_4,,Montauban
44.0176,1.355,Europe/Paris,7200,1650711600,1650689901,1650739628,1650678120,1650709620,0.75,999,84,7.93,10.19,250,17.03,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,3.07,10.56,8.3,14.6,9.24,8.95,10.52,9.86,6.43,4.78,9.9,7.49,Day_5,,Montauban
44.0176,1.355,Europe/Paris,7200,1650798000,1650776207,1650826101,1650766980,1650800580,0.78,1014,57,8.97,6.2,254,16.01,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",95,0.73,4.0,17.59,7.55,18.87,11.28,15.44,7.55,16.89,10.47,14.92,6.64,,Day_6,,Montauban
44.0176,1.355,Europe/Paris,7200,1650884400,1650862514,1650912574,1650855300,1650891480,0.82,1010,49,9.88,3.14,129,4.24,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.79,4.0,21.03,8.79,21.79,11.14,15.55,9.9,20.47,10.71,15.2,8.88,1.57,Day_7,,Montauban
43.8374,4.3601,Europe/Paris,7200,1650279600,1650257682,1650306524,1650315240,1650261060,0.56,1015,35,4.04,4.8,202,5.89,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,5.97,19.87,10.07,21.81,15.34,19.09,10.07,18.83,14.6,18.44,8.86,,Today,,Nîmes
43.8374,4.3601,Europe/Paris,7200,1650366000,1650343984,1650392996,0,1650349440,0.6,1010,31,3.83,3.51,193,3.79,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",84,0.0,5.99,21.63,10.48,23.14,15.9,19.6,10.48,20.66,15.03,18.84,9.31,,Day_1,,Nîmes
43.8374,4.3601,Europe/Paris,7200,1650452400,1650430287,1650479469,1650406440,1650438360,0.64,1005,64,9.96,5.41,146,10.12,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",100,1.0,2.78,16.85,11.9,16.85,11.9,12.07,12.45,16.26,11.65,11.79,11.92,28.63,Day_2,,Nîmes
43.8374,4.3601,Europe/Paris,7200,1650538800,1650516590,1650565941,1650497400,1650527940,0.67,1001,57,9.11,4.43,270,4.98,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",94,1.0,4.54,17.91,11.43,19.28,13.58,16.33,11.43,17.24,12.85,15.69,10.98,4.12,Day_3,,Nîmes
43.8374,4.3601,Europe/Paris,7200,1650625200,1650602895,1650652414,1650587700,1650618180,0.71,1003,54,9.06,8.68,160,12.76,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.25,4.1,18.53,10.26,18.53,13.78,15.08,10.98,17.85,13.3,14.58,10.41,0.21,Day_4,,Nîmes
43.8374,4.3601,Europe/Paris,7200,1650711600,1650689201,1650738886,1650677340,1650708900,0.75,1003,62,9.02,13.58,142,19.94,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",94,0.96,4.06,16.51,9.75,16.51,9.75,13.5,13.9,15.84,6.92,12.89,13.7,9.91,Day_5,,Nîmes
43.8374,4.3601,Europe/Paris,7200,1650798000,1650775507,1650825359,1650766200,1650799860,0.78,1013,43,6.55,5.21,236,11.19,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",54,0.71,5.0,19.58,9.82,20.75,13.44,16.34,10.78,18.72,12.62,15.6,9.9,,Day_6,,Nîmes
43.8374,4.3601,Europe/Paris,7200,1650884400,1650861815,1650911831,1650854520,1650890760,0.82,1012,41,7.38,5.86,189,6.02,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",72,0.0,5.0,21.11,10.92,21.11,12.29,15.74,11.88,20.35,11.64,14.91,10.98,,Day_7,,Nîmes
48.8535,2.3484,Europe/Paris,7200,1650279600,1650257641,1650307531,1650316800,1650260760,0.56,1017,37,2.45,3.01,349,8.2,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",81,0.0,4.63,17.55,9.72,19.17,15.25,18.16,9.72,16.33,14.32,17.0,9.35,,Today,,Paris
48.8535,2.3484,Europe/Paris,7200,1650366000,1650343925,1650394021,0,1650348780,0.6,1014,55,5.29,4.04,348,8.3,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",99,0.38,4.31,14.58,9.18,16.81,12.02,15.69,9.18,13.53,11.34,14.78,7.82,0.2,Day_1,,Paris
48.8535,2.3484,Europe/Paris,7200,1650452400,1650430211,1650480510,1650408300,1650437460,0.64,1010,45,4.12,5.1,62,7.12,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.04,4.8,16.25,9.62,17.42,13.03,15.85,9.62,15.11,12.03,14.74,8.64,,Day_2,,Paris
48.8535,2.3484,Europe/Paris,7200,1650538800,1650516497,1650567000,1650499440,1650526860,0.67,1004,38,2.23,3.79,71,6.69,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",89,0.0,4.89,16.6,8.35,17.36,13.64,15.53,8.35,15.31,12.7,14.47,6.88,,Day_3,,Paris
48.8535,2.3484,Europe/Paris,7200,1650625200,1650602785,1650653490,1650589800,1650617100,0.71,1000,48,8.08,3.97,122,5.25,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",79,1.0,4.66,19.56,10.51,19.56,14.07,15.08,10.71,18.82,13.8,14.86,9.79,8.52,Day_4,,Paris
48.8535,2.3484,Europe/Paris,7200,1650711600,1650689073,1650739979,1650679260,1650708060,0.75,1000,50,8.47,5.96,123,11.27,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",91,1.0,3.85,19.27,11.39,19.27,13.61,14.52,11.71,18.56,13.22,14.09,11.29,3.1,Day_5,,Paris
48.8535,2.3484,Europe/Paris,7200,1650798000,1650775363,1650826469,1650767880,1650799260,0.78,1009,77,8.22,4.64,132,9.01,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.65,4.0,12.51,10.13,12.89,11.96,11.9,10.38,11.83,11.61,11.44,9.69,1.0,Day_6,,Paris
48.8535,2.3484,Europe/Paris,7200,1650884400,1650861653,1650912958,1650855900,1650890460,0.82,1012,55,9.2,1.36,95,2.94,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",70,0.57,4.0,18.71,11.63,20.1,15.17,17.91,11.72,18.07,14.73,17.3,11.43,3.92,Day_7,,Paris
49.4412,1.0852,Europe/Paris,7200,1650279600,1650257875,1650307903,1650317280,1650260940,0.56,1017,73,9.53,4.24,332,6.33,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,3.05,14.87,7.34,15.28,11.3,13.55,7.34,14.32,10.44,12.89,6.3,,Today,,Rouen
49.4412,1.0852,Europe/Paris,7200,1650366000,1650344157,1650394395,0,1650348960,0.6,1015,64,6.44,5.03,346,7.5,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.01,3.09,13.56,7.78,14.61,7.78,12.13,8.03,12.64,5.71,11.36,6.88,,Day_1,,Rouen
49.4412,1.0852,Europe/Paris,7200,1650452400,1650430440,1650480887,1650408840,1650437580,0.64,1010,61,8.14,5.32,76,10.1,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",93,0.0,4.53,16.2,7.59,17.1,9.87,14.47,7.93,15.47,8.19,13.72,6.18,,Day_2,,Rouen
49.4412,1.0852,Europe/Paris,7200,1650538800,1650516725,1650567379,1650499980,1650526980,0.67,1005,51,4.84,4.72,77,7.92,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",52,0.0,4.78,15.13,5.97,15.71,9.06,13.1,5.97,14.03,7.11,12.35,3.83,,Day_3,,Rouen
49.4412,1.0852,Europe/Paris,7200,1650625200,1650603010,1650653871,1650590340,1650617220,0.71,1000,64,10.44,4.85,116,8.54,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",77,0.96,4.67,17.71,8.16,17.71,11.25,12.73,8.78,17.21,10.91,12.54,6.75,10.33,Day_4,,Rouen
49.4412,1.0852,Europe/Paris,7200,1650711600,1650689296,1650740363,1650679740,1650708180,0.75,1000,67,10.53,5.43,136,8.46,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",85,1.0,3.45,17.14,9.59,17.89,11.79,14.68,9.97,16.66,11.48,14.48,8.7,3.33,Day_5,,Rouen
49.4412,1.0852,Europe/Paris,7200,1650798000,1650775583,1650826855,1650768360,1650799440,0.78,1009,95,10.22,5.01,93,10.92,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,0.98,4.0,11.56,9.36,12.66,11.42,12.3,9.95,11.25,11.18,12.14,9.95,16.43,Day_6,,Rouen
49.4412,1.0852,Europe/Paris,7200,1650884400,1650861872,1650913346,1650856380,1650890640,0.82,1012,63,9.38,2.04,77,2.43,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",85,0.36,4.0,16.93,10.37,18.51,12.76,15.76,10.55,16.32,12.36,15.32,10.06,0.11,Day_7,,Rouen
48.6495,-2.026,Europe/Paris,7200,1650283200,1650258713,1650308559,1650317880,1650261840,0.56,1019,74,7.09,5.52,310,9.18,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,5.03,11.77,9.87,12.29,10.51,12.29,9.94,10.93,9.63,11.19,7.94,,Today,,Saint-Malo
48.6495,-2.026,Europe/Paris,7200,1650369600,1650344998,1650395047,0,1650349920,0.6,1017,66,4.55,5.34,343,6.79,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",42,0.0,4.92,10.71,8.4,10.84,8.63,9.69,8.52,9.56,5.85,7.08,6.01,,Day_1,,Saint-Malo
48.6495,-2.026,Europe/Paris,7200,1650456000,1650431284,1650481536,1650409380,1650438600,0.64,1011,82,9.07,6.42,347,7.98,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.31,4.46,12.23,8.55,13.13,10.31,11.91,9.66,11.65,9.8,11.3,7.25,0.21,Day_2,,Saint-Malo
48.6495,-2.026,Europe/Paris,7200,1650542400,1650517572,1650568025,1650500460,1650528060,0.67,1004,71,8.47,6.68,58,9.42,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",76,0.65,4.94,13.61,9.86,14.05,9.86,12.98,10.09,12.88,7.0,12.34,9.43,2.36,Day_3,,Saint-Malo
48.6495,-2.026,Europe/Paris,7200,1650628800,1650603860,1650654514,1650590820,1650618300,0.71,998,74,9.37,7.89,151,10.39,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,4.4,13.92,8.65,13.92,9.33,11.66,9.68,13.3,7.47,11.05,7.27,2.52,Day_4,,Saint-Malo
48.6495,-2.026,Europe/Paris,7200,1650715200,1650690149,1650741003,1650680280,1650709200,0.75,999,90,9.63,5.21,93,9.06,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.96,4.42,11.28,8.52,14.36,11.68,13.61,9.73,10.81,11.23,13.17,7.75,4.54,Day_5,,Saint-Malo
48.6495,-2.026,Europe/Paris,7200,1650801600,1650776439,1650827492,1650768900,1650800400,0.78,1010,73,9.31,6.37,259,10.31,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",53,0.2,5.0,14.3,9.71,14.3,11.11,13.44,9.71,13.69,10.47,12.9,7.25,0.1,Day_6,,Saint-Malo
48.6495,-2.026,Europe/Paris,7200,1650888000,1650862731,1650913980,1650856980,1650891600,0.82,1011,70,9.99,3.46,118,5.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,0.95,5.0,15.57,9.85,15.57,13.01,13.35,10.02,15.01,12.59,13.09,9.4,5.08,Day_7,,Saint-Malo
43.4523,4.4287,Europe/Paris,7200,1650279600,1650257702,1650306471,1650315120,1650261120,0.56,1015,53,6.91,4.77,172,6.72,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",93,0.0,5.57,16.75,11.82,19.57,16.33,18.73,11.82,15.86,16.06,18.54,10.83,,Today,,Saintes-Maries-de-la-Mer
43.4523,4.4287,Europe/Paris,7200,1650366000,1650344005,1650392943,0,1650349500,0.6,1010,56,7.45,9.69,246,13.13,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",82,0.0,5.28,16.84,12.36,16.93,14.25,15.5,12.36,16.04,13.74,15.01,11.43,,Day_1,,Saintes-Maries-de-la-Mer
43.4523,4.4287,Europe/Paris,7200,1650452400,1650430309,1650479414,1650406320,1650438480,0.64,1005,71,10.56,9.83,137,12.35,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,3.2,15.86,12.74,15.86,13.35,13.05,12.74,15.36,13.01,12.79,12.34,12.44,Day_2,,Saintes-Maries-de-la-Mer
43.4523,4.4287,Europe/Paris,7200,1650538800,1650516614,1650565885,1650497280,1650528060,0.67,1002,71,10.04,7.08,252,8.65,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",96,1.0,4.04,15.39,12.48,16.27,13.89,15.7,12.66,14.84,13.42,15.18,12.25,4.72,Day_3,,Saintes-Maries-de-la-Mer
43.4523,4.4287,Europe/Paris,7200,1650625200,1650602920,1650652356,1650587580,1650618300,0.71,1003,76,11.73,9.77,152,14.41,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.15,5.34,16.1,12.88,16.29,15.16,15.12,14.03,15.75,14.79,14.85,13.71,,Day_4,,Saintes-Maries-de-la-Mer
43.4523,4.4287,Europe/Paris,7200,1650711600,1650689226,1650738828,1650677220,1650709020,0.75,1004,77,11.63,15.77,141,20.33,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",81,0.73,4.82,15.48,12.07,15.92,12.07,15.02,14.64,15.09,11.21,14.43,14.48,2.96,Day_5,,Saintes-Maries-de-la-Mer
43.4523,4.4287,Europe/Paris,7200,1650798000,1650775534,1650825299,1650766080,1650799920,0.78,1014,63,8.63,7.69,259,13.4,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",44,0.54,5.0,15.99,12.32,15.99,14.74,15.71,14.07,15.29,14.23,15.14,13.46,,Day_6,,Saintes-Maries-de-la-Mer
43.4523,4.4287,Europe/Paris,7200,1650884400,1650861843,1650911770,1650854460,1650890760,0.82,1013,60,9.18,5.14,172,6.67,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",81,0.0,5.0,17.14,13.23,17.14,14.62,15.53,13.23,16.48,14.2,15.07,12.44,,Day_7,,Saintes-Maries-de-la-Mer
48.5846,7.7507,Europe/Paris,7200,1650279600,1650256377,1650306202,1650315360,1650259440,0.56,1017,43,2.42,3.65,15,6.64,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",1,0.0,4.61,15.01,4.27,16.99,12.11,16.58,4.27,13.69,10.86,15.31,4.27,,Today,,Strasbourg
48.5846,7.7507,Europe/Paris,7200,1650366000,1650342662,1650392691,0,1650347580,0.6,1012,50,5.22,4.31,31,6.11,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",26,0.0,4.58,15.49,5.59,16.87,9.62,14.72,5.59,14.4,8.93,13.68,5.59,,Day_1,,Strasbourg
48.5846,7.7507,Europe/Paris,7200,1650452400,1650428949,1650479180,1650406860,1650436200,0.64,1009,45,2.51,4.94,38,7.22,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",97,0.0,4.41,14.08,5.71,15.63,8.53,13.69,5.71,12.72,7.14,12.52,3.0,,Day_2,,Strasbourg
48.5846,7.7507,Europe/Paris,7200,1650538800,1650515236,1650565668,1650498000,1650525600,0.67,1004,53,5.43,3.82,18,7.25,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",96,0.0,4.69,14.89,5.13,16.94,10.74,13.64,5.13,13.82,9.96,12.89,3.62,,Day_3,,Strasbourg
48.5846,7.7507,Europe/Paris,7200,1650625200,1650601525,1650652157,1650588360,1650615840,0.71,1002,56,8.43,2.91,16,5.49,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",94,0.03,5.0,17.31,7.58,18.65,11.83,15.21,8.25,16.56,11.26,14.67,6.47,,Day_4,,Strasbourg
48.5846,7.7507,Europe/Paris,7200,1650711600,1650687814,1650738645,1650677820,1650706800,0.75,1004,60,10.68,3.49,40,5.88,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.97,4.18,18.64,11.78,18.64,13.6,15.74,11.84,18.13,13.37,15.54,11.27,2.9,Day_5,,Strasbourg
48.5846,7.7507,Europe/Paris,7200,1650798000,1650774105,1650825134,1650766440,1650797940,0.78,1010,64,6.75,4.25,186,8.45,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",98,1.0,5.0,13.34,9.35,13.34,10.59,10.46,9.52,12.4,9.92,9.75,8.03,4.89,Day_6,,Strasbourg
48.5846,7.7507,Europe/Paris,7200,1650884400,1650860396,1650911623,1650854520,1650889140,0.82,1013,65,9.64,2.07,167,5.01,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",93,0.8,5.0,16.25,9.8,17.34,11.07,14.58,10.17,15.63,10.48,13.97,9.7,1.19,Day_7,,Strasbourg
43.6007,1.4241,Europe/Paris,7200,1650279600,1650258409,1650307207,1650315960,1650261780,0.56,1017,56,8.6,6.35,267,12.67,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",55,0.0,6.15,17.72,10.59,19.41,15.36,18.29,11.39,17.01,15.01,18.05,10.93,,Today,,Toulouse
43.6007,1.4241,Europe/Paris,7200,1650366000,1650344711,1650393679,0,1650350220,0.6,1014,81,8.15,5.87,260,10.83,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,2.96,11.52,8.81,14.13,8.87,8.98,11.37,10.84,6.47,6.21,10.7,3.2,Day_1,,Toulouse
43.6007,1.4241,Europe/Paris,7200,1650452400,1650431015,1650480150,1650407100,1650439140,0.64,1008,94,6.49,5.37,241,9.05,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,1.66,7.63,7.47,9.45,8.51,8.94,7.9,4.58,7.66,7.21,4.99,15.71,Day_2,,Toulouse
43.6007,1.4241,Europe/Paris,7200,1650538800,1650517319,1650566622,1650498060,1650528720,0.67,1005,86,7.46,6.14,263,9.5,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.73,3.11,9.87,8.39,10.71,8.89,10.71,8.46,7.03,8.35,10.0,6.73,1.24,Day_3,,Toulouse
43.6007,1.4241,Europe/Paris,7200,1650625200,1650603624,1650653094,1650588360,1650619020,0.71,1000,52,6.82,3.87,131,7.94,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.07,5.03,16.92,6.5,18.03,11.24,15.33,7.46,16.03,10.51,14.75,5.67,,Day_4,,Toulouse
43.6007,1.4241,Europe/Paris,7200,1650711600,1650689930,1650739566,1650678000,1650709740,0.75,999,75,7.45,9.57,262,17.36,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,2.26,11.98,8.96,14.59,9.38,9.68,10.68,11.19,7.67,5.88,10.02,3.89,Day_5,,Toulouse
43.6007,1.4241,Europe/Paris,7200,1650798000,1650776238,1650826037,1650766860,1650800640,0.78,1014,50,7.87,3.03,212,5.57,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",86,0.4,3.0,18.61,7.04,19.31,11.96,16.13,7.95,17.83,11.22,15.55,6.66,,Day_6,,Toulouse
43.6007,1.4241,Europe/Paris,7200,1650884400,1650862546,1650912509,1650855240,1650891540,0.82,1010,48,8.88,5.53,120,7.32,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.77,3.0,20.28,9.6,20.4,10.95,15.0,10.37,19.62,10.24,14.54,9.53,1.93,Day_7,,Toulouse
44.0121,4.4197,Europe/Paris,7200,1650279600,1650257651,1650306526,1650315240,1650261000,0.56,1015,35,3.38,4.75,200,6.81,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,5.91,19.1,8.88,21.42,14.78,18.95,8.88,17.98,13.91,18.21,8.13,,Today,,Uzès
44.0121,4.4197,Europe/Paris,7200,1650366000,1650343953,1650392999,0,1650349380,0.6,1009,34,4.37,3.42,46,4.16,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",83,0.0,6.08,20.89,9.19,22.71,15.97,18.74,9.19,19.92,14.88,17.9,8.14,,Day_1,,Uzès
44.0121,4.4197,Europe/Paris,7200,1650452400,1650430255,1650479472,1650406440,1650438300,0.64,1005,67,9.8,5.23,161,10.37,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",99,1.0,5.8,15.9,11.06,16.35,11.06,11.46,11.53,15.3,10.73,11.09,10.98,27.13,Day_2,,Uzès
44.0121,4.4197,Europe/Paris,7200,1650538800,1650516558,1650565945,1650497400,1650527880,0.67,1001,55,8.81,4.03,276,5.75,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",96,1.0,4.65,17.96,10.7,19.25,12.91,15.81,10.7,17.25,12.19,15.17,10.18,2.2,Day_3,,Uzès
44.0121,4.4197,Europe/Paris,7200,1650625200,1650602862,1650652418,1650587760,1650618120,0.71,1003,54,8.59,8.86,162,12.73,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.3,2.77,18.17,9.78,18.17,12.91,14.73,10.15,17.45,12.4,14.09,9.54,0.37,Day_4,,Uzès
44.0121,4.4197,Europe/Paris,7200,1650711600,1650689167,1650738891,1650677340,1650708840,0.75,1003,52,7.32,13.89,146,21.52,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",93,0.96,0.45,17.4,8.99,17.4,8.99,12.39,13.26,16.55,6.57,11.77,12.94,10.48,Day_5,,Uzès
44.0121,4.4197,Europe/Paris,7200,1650798000,1650775473,1650825364,1650766200,1650799800,0.78,1013,44,6.33,4.45,298,9.23,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",44,0.83,1.0,18.8,8.4,19.99,12.51,15.91,10.26,17.88,11.54,15.1,9.43,,Day_6,,Uzès
44.0121,4.4197,Europe/Paris,7200,1650884400,1650861780,1650911837,1650854520,1650890700,0.82,1012,42,7.24,6.56,189,6.94,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",69,0.0,1.0,20.62,9.64,20.62,11.23,15.31,11.0,19.83,10.47,14.44,10.11,,Day_7,,Uzès
