,Store,date,dayofweek,dayofweek_en,quarter,month,month_en,year,dayofyear,dayofmonth,weekofyear,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Store_str
0,6.0,2011-02-18,4.0,Friday,1.0,2.0,Feb,2011.0,49.0,18.0,7,1572117.54,,15.33888888888889,3.045,214.7775231,6.858,6.0
1,13.0,2011-03-25,4.0,Friday,1.0,3.0,Mar,2011.0,84.0,25.0,12,1807545.43,0.0,5.766666666666668,3.435,128.6160645,7.47,13.0
2,11.0,,,,,,,,,,,1244390.03,0.0,29.205555555555552,,214.55649680000005,7.346,11.0
3,6.0,2010-05-28,4.0,Friday,2.0,5.0,May,2010.0,148.0,28.0,21,1644470.66,0.0,26.049999999999997,2.759,212.412888,7.0920000000000005,6.0
4,4.0,2010-05-28,4.0,Friday,2.0,5.0,May,2010.0,148.0,28.0,21,1857533.7,0.0,,2.756,126.1602258,7.896,4.0
5,15.0,2011-06-03,4.0,Friday,2.0,6.0,Jun,2011.0,154.0,3.0,22,695396.19,0.0,21.0,4.069,134.85516130000002,7.657999999999999,15.0
6,20.0,2012-02-03,4.0,Friday,1.0,2.0,Feb,2012.0,34.0,3.0,5,2203523.2,0.0,4.405555555555555,3.617,213.0236225,6.961,20.0
7,14.0,2010-12-10,4.0,Friday,4.0,12.0,Dec,2010.0,344.0,10.0,49,2600519.26,0.0,-0.8111111111111116,3.109,,,14.0
8,3.0,,,,,,,,,,,418925.47,0.0,15.622222222222222,3.555,224.1320199,6.832999999999998,3.0
9,8.0,2011-08-19,4.0,Friday,3.0,8.0,Aug,2011.0,231.0,19.0,33,895066.5,0.0,28.28888888888889,3.554,219.07019680000005,6.425,8.0
10,18.0,2010-10-15,4.0,Friday,4.0,10.0,Oct,2010.0,288.0,15.0,41,1029618.1,0.0,11.122222222222225,2.878,132.7633548,9.331,18.0
11,7.0,2011-05-13,4.0,Friday,2.0,5.0,May,2011.0,133.0,13.0,19,414094.05,0.0,2.561111111111111,3.767,192.826069,8.595,7.0
12,1.0,2012-03-16,4.0,Friday,1.0,3.0,Mar,2012.0,76.0,16.0,11,1677472.78,0.0,18.188888888888886,3.734,221.2118132,7.348,1.0
13,17.0,2010-10-01,4.0,Friday,4.0,10.0,Oct,2010.0,274.0,1.0,39,829207.27,0.0,15.594444444444443,2.853,126.2346,6.885,17.0
14,6.0,2010-04-30,4.0,Friday,2.0,4.0,Apr,2010.0,120.0,30.0,17,1498080.16,,20.505555555555553,2.78,211.8942725,7.0920000000000005,6.0
15,13.0,2010-08-20,4.0,Friday,3.0,8.0,Aug,2010.0,232.0,20.0,33,1997397.63,0.0,24.633333333333336,2.85,,7.951,13.0
16,18.0,,,,,,,,,,,1205307.5,0.0,-5.927777777777779,2.7880000000000003,131.52790320000005,9.202,18.0
17,2.0,2011-12-16,4.0,Friday,4.0,12.0,Dec,2011.0,350.0,16.0,50,2432736.52,0.0,10.072222222222223,,,7.441,2.0
18,7.0,2010-04-02,4.0,Friday,2.0,4.0,Apr,2010.0,92.0,2.0,13,561145.14,0.0,3.4777777777777765,2.725,189.7048215,8.963,7.0
19,5.0,2011-05-13,4.0,Friday,2.0,5.0,May,2011.0,133.0,13.0,19,290930.01,0.0,25.21111111111111,3.899,216.5343611,6.489,5.0
20,18.0,2012-10-12,4.0,Friday,4.0,10.0,Oct,2012.0,286.0,12.0,41,1074079.0,0.0,10.538888888888888,4.029,138.9117,8.243,18.0
21,19.0,2010-03-26,4.0,Friday,1.0,3.0,Mar,2010.0,85.0,26.0,12,1427023.45,0.0,3.927777777777778,2.963,131.863129,8.35,19.0
22,19.0,2012-05-04,4.0,Friday,2.0,5.0,May,2012.0,125.0,4.0,18,1405007.44,0.0,10.42222222222222,4.124,138.0332,8.15,19.0
23,17.0,2012-10-12,4.0,Friday,4.0,10.0,Oct,2012.0,286.0,12.0,41,919878.34,0.0,7.122222222222222,3.797,131.1083333,5.527,17.0
24,3.0,2012-01-13,4.0,Friday,1.0,1.0,Jan,2012.0,13.0,13.0,2,367438.62,0.0,11.033333333333333,3.261,,6.832999999999998,3.0
25,16.0,2011-05-20,4.0,Friday,2.0,5.0,May,2011.0,140.0,20.0,20,435397.19,0.0,6.63888888888889,3.828,192.831317,6.339,16.0
26,17.0,2010-04-16,4.0,Friday,2.0,4.0,Apr,2010.0,106.0,16.0,15,757738.76,0.0,7.344444444444444,2.915,126.5621,6.635,17.0
27,6.0,2011-08-26,4.0,Friday,3.0,8.0,Aug,2011.0,238.0,26.0,34,1420405.41,0.0,,3.523,217.2706543,6.925,6.0
28,12.0,2011-05-06,4.0,Friday,2.0,5.0,May,2011.0,126.0,6.0,18,1021154.48,0.0,20.222222222222225,4.1930000000000005,129.04443329999998,13.736,12.0
29,7.0,2012-02-10,4.0,Friday,1.0,2.0,Feb,2012.0,41.0,10.0,6,563460.77,1.0,-7.33888888888889,3.103,196.9195056,8.256,7.0
30,14.0,2012-02-10,4.0,Friday,1.0,2.0,Feb,2012.0,41.0,10.0,6,2077256.24,1.0,2.7777777777777777,,,8.424,14.0
31,2.0,,,,,,,,,,,1853161.99,0.0,30.944444444444443,3.48,214.9296249,,2.0
32,19.0,2011-03-25,4.0,Friday,1.0,3.0,Mar,2011.0,84.0,25.0,12,1266564.94,0.0,0.6999999999999988,3.789,133.9587419,7.771,19.0
33,3.0,2011-09-23,4.0,Friday,3.0,9.0,Sep,2011.0,266.0,23.0,38,365248.94,0.0,26.772222222222222,3.467,219.7414914,7.567,3.0
34,18.0,2011-04-15,4.0,Friday,2.0,4.0,Apr,2011.0,105.0,15.0,15,988157.72,0.0,,3.823,134.2784667,8.975,18.0
35,4.0,2011-06-24,4.0,Friday,2.0,6.0,Jun,2011.0,175.0,24.0,25,2008344.92,0.0,27.694444444444443,3.57,129.0663,5.9460000000000015,4.0
36,5.0,2011-11-11,4.0,Friday,4.0,11.0,Nov,2011.0,315.0,11.0,45,311906.7,0.0,15.950000000000001,3.297,218.5699621,6.3,5.0
37,18.0,2012-04-27,4.0,Friday,2.0,4.0,Apr,2012.0,118.0,27.0,17,961186.23,0.0,10.238888888888889,4.023,137.9781333,8.304,18.0
38,16.0,2012-09-14,4.0,Friday,3.0,9.0,Sep,2012.0,258.0,14.0,37,526525.16,0.0,,3.659,198.1267184,6.061,16.0
39,1.0,,,,,,,,,,,1661767.33,1.0,,3.73,222.4390153,6.908,1.0
40,7.0,2011-08-26,4.0,Friday,3.0,8.0,Aug,2011.0,238.0,26.0,34,629994.47,,14.222222222222221,3.485,194.3796374,8.622,7.0
41,1.0,2010-02-12,4.0,Friday,1.0,2.0,Feb,2010.0,43.0,12.0,6,1641957.44,1.0,3.6166666666666654,2.548,211.24216980000003,8.106,1.0
42,2.0,2012-02-24,4.0,Friday,1.0,2.0,Feb,2012.0,55.0,24.0,8,1861802.7,0.0,12.572222222222223,3.555,220.275944,7.057,2.0
43,5.0,2010-07-30,4.0,Friday,3.0,7.0,July,2010.0,211.0,30.0,30,268929.03,0.0,28.033333333333328,2.64,211.9270006,6.496,5.0
44,19.0,2010-07-02,4.0,Friday,3.0,7.0,July,2010.0,183.0,2.0,26,1549018.68,0.0,19.02777777777778,2.958,132.5218667,8.099,19.0
45,1.0,2011-08-05,4.0,Friday,3.0,8.0,Aug,2011.0,217.0,5.0,31,1624383.75,,33.138888888888886,3.684,215.544618,7.9620000000000015,1.0
46,16.0,2012-03-30,4.0,Friday,1.0,3.0,Mar,2012.0,90.0,30.0,13,485095.41,0.0,9.049999999999999,3.75,197.4133259,6.162000000000001,16.0
47,13.0,2012-06-01,4.0,Friday,2.0,6.0,Jun,2012.0,153.0,1.0,22,2035431.39,0.0,16.172222222222224,3.788,130.95922579999998,5.965,13.0
48,2.0,2010-11-12,4.0,Friday,4.0,11.0,Nov,2010.0,316.0,12.0,45,1916812.74,0.0,15.383333333333333,2.728,211.6608975,8.163,2.0
49,9.0,2010-06-25,4.0,Friday,2.0,6.0,Jun,2010.0,176.0,25.0,25,509263.28,0.0,29.455555555555552,2.653,214.8965756,,9.0
50,14.0,2011-03-25,4.0,Friday,1.0,3.0,Mar,2011.0,84.0,25.0,12,1879451.23,,5.422222222222221,3.625,184.9943679,8.549,14.0
51,10.0,2012-07-06,4.0,Friday,3.0,7.0,July,2012.0,188.0,6.0,27,1805999.79,0.0,30.483333333333334,3.666,130.7196333,7.17,10.0
52,13.0,2011-09-23,4.0,Friday,3.0,9.0,Sep,2011.0,266.0,23.0,38,1847430.96,0.0,17.555555555555557,3.648,129.5183333,6.877000000000002,13.0
53,8.0,2010-08-27,4.0,Friday,3.0,8.0,Aug,2010.0,239.0,27.0,34,888816.78,0.0,23.84444444444445,2.619,214.9362793,6.315,8.0
54,6.0,2010-07-30,4.0,Friday,3.0,7.0,July,2010.0,211.0,30.0,30,1532308.78,0.0,,2.64,212.8944846,6.973,6.0
55,14.0,2012-02-17,4.0,Friday,1.0,2.0,Feb,2012.0,48.0,17.0,7,2020550.99,0.0,2.694444444444445,3.695,189.8424834,8.424,14.0
56,14.0,2011-05-06,4.0,Friday,2.0,5.0,May,2011.0,126.0,6.0,18,2095599.93,0.0,,4.046,185.9374378,8.521,14.0
57,10.0,2012-03-02,4.0,Friday,1.0,3.0,Mar,2012.0,62.0,2.0,9,1990371.02,0.0,14.233333333333333,3.882,130.6457931,7.545,10.0
58,12.0,2010-12-17,4.0,Friday,4.0,12.0,Dec,2010.0,351.0,17.0,50,1295605.35,0.0,11.538888888888891,3.236,126.8794839,14.313,12.0
59,5.0,2012-10-19,4.0,Friday,4.0,10.0,Oct,2012.0,293.0,19.0,42,313358.15,0.0,20.650000000000002,3.594,224.0192873,5.4220000000000015,5.0
60,4.0,2011-12-16,4.0,Friday,4.0,12.0,Dec,2011.0,350.0,16.0,50,2771397.17,0.0,2.4666666666666655,3.149,129.8980645,5.143,4.0
61,10.0,,,,,,,,,,,1714309.9,,6.35,3.287,127.1917742,8.744,10.0
62,18.0,2010-08-06,4.0,Friday,3.0,8.0,Aug,2010.0,218.0,6.0,31,1166117.85,0.0,23.150000000000002,2.792,132.6141935,9.342,18.0
63,3.0,2010-02-05,4.0,Friday,1.0,2.0,Feb,2010.0,36.0,5.0,5,461622.22,0.0,7.616666666666668,2.572,214.4248812,7.3679999999999986,3.0
64,12.0,2011-08-12,4.0,Friday,3.0,8.0,Aug,2011.0,224.0,12.0,32,955913.68,0.0,32.800000000000004,3.701,129.2015806,13.503,12.0
65,18.0,2010-12-17,4.0,Friday,4.0,12.0,Dec,2010.0,351.0,17.0,50,1588430.71,0.0,-2.5555555555555562,3.139,,9.331,18.0
66,13.0,2010-12-10,4.0,Friday,4.0,12.0,Dec,2010.0,344.0,10.0,49,2461468.35,0.0,2.6555555555555563,2.817,126.7934,7.795,13.0
67,1.0,2010-08-27,4.0,Friday,3.0,8.0,Aug,2010.0,239.0,27.0,34,1449142.92,,29.56666666666667,2.619,211.5673056,7.787000000000001,1.0
68,1.0,2012-10-19,4.0,Friday,4.0,10.0,Oct,2012.0,293.0,19.0,42,1508068.77,0.0,19.983333333333334,3.594,223.4257233,,1.0
69,20.0,2010-06-25,4.0,Friday,2.0,6.0,Jun,2010.0,176.0,25.0,25,1973135.87,0.0,23.983333333333334,2.8080000000000003,204.5675459,7.856,20.0
70,15.0,2012-03-16,4.0,Friday,1.0,3.0,Mar,2012.0,76.0,16.0,11,570611.23,0.0,8.566666666666668,4.021,137.5843871,7.943,15.0
71,1.0,2011-11-18,4.0,Friday,4.0,11.0,Nov,2011.0,322.0,18.0,46,1539483.7,0.0,16.805555555555557,3.3080000000000003,218.2205088,7.866,1.0
72,20.0,2010-09-24,4.0,Friday,3.0,9.0,Sep,2010.0,267.0,24.0,38,1789687.65,0.0,20.761111111111113,,,7.527,20.0
73,9.0,2010-11-19,4.0,Friday,4.0,11.0,Nov,2010.0,323.0,19.0,46,519823.3,0.0,9.97777777777778,2.7710000000000004,215.43728540000004,6.56,9.0
74,5.0,,,,,,,,,,,359206.21,0.0,,3.63,221.4342146,5.943,5.0
75,11.0,,,,,,,,,,,1569607.94,0.0,11.538888888888891,3.51,223.9170153,6.832999999999998,11.0
76,15.0,,,,,,,,,,,607475.44,0.0,26.65,3.972,135.8738387,7.806,15.0
77,2.0,2011-01-07,4.0,Friday,1.0,1.0,Jan,2011.0,7.0,7.0,1,1758050.79,0.0,7.049999999999999,2.9760000000000004,211.0648881,8.027999999999999,2.0
78,17.0,,,,,,,,,,,986922.62,0.0,,3.793,131.03754840000002,6.235,17.0
79,3.0,2012-05-11,4.0,Friday,2.0,5.0,May,2012.0,132.0,11.0,19,431985.36,0.0,23.994444444444444,3.688,225.2351496,6.664,3.0
80,20.0,,,,,,,,,,,2045837.55,0.0,4.3277777777777775,3.739,213.4725116,6.961,20.0
81,2.0,,,,,,,,,,,1797732.56,0.0,24.67777777777778,3.786,215.1544822,7.931,2.0
82,9.0,2010-07-09,4.0,Friday,3.0,7.0,July,2010.0,190.0,9.0,27,485389.15,,25.83888888888889,2.642,214.6564301,6.442,9.0
83,17.0,,,,,,,,,,,1046782.52,0.0,20.505555555555553,3.63,,5.936,17.0
84,3.0,,,,,,,,,,,384200.69,0.0,,2.667,214.7027646,,3.0
85,12.0,2011-05-27,4.0,Friday,2.0,5.0,May,2011.0,147.0,27.0,21,964332.51,0.0,,4.087,129.0623548,13.736,12.0
86,14.0,2011-07-15,4.0,Friday,3.0,7.0,July,2011.0,196.0,15.0,28,1953544.76,0.0,25.816666666666666,3.76,186.1399808,8.625,14.0
87,1.0,2010-05-14,4.0,Friday,2.0,5.0,May,2010.0,134.0,14.0,19,1494251.5,0.0,23.766666666666666,2.854,210.3374261,7.808,1.0
88,8.0,2010-03-12,4.0,Friday,1.0,3.0,Mar,2010.0,71.0,12.0,10,860336.16,0.0,9.866666666666665,,214.7492449,6.299,8.0
89,5.0,2010-04-30,4.0,Friday,2.0,4.0,Apr,2010.0,120.0,30.0,17,298697.84,0.0,19.73888888888889,,210.939388,,5.0
90,10.0,2010-06-25,4.0,Friday,2.0,6.0,Jun,2010.0,176.0,25.0,25,1768172.31,0.0,32.4,,126.1266,9.524,10.0
91,13.0,2010-07-02,4.0,Friday,3.0,7.0,July,2010.0,183.0,2.0,26,2018314.71,0.0,26.011111111111106,2.814,126.1392,7.951,13.0
92,3.0,2010-06-18,4.0,Friday,2.0,6.0,Jun,2010.0,169.0,18.0,24,364076.85,0.0,28.62222222222222,2.637,214.7858259,7.343,3.0
93,2.0,2012-01-06,4.0,Friday,1.0,1.0,Jan,2012.0,6.0,6.0,1,1799520.14,0.0,8.194444444444445,,219.355063,7.057,2.0
94,18.0,,,,,,,,,,,1087051.26,0.0,20.97222222222222,3.815,135.4468,8.89,18.0
95,4.0,2010-12-10,4.0,Friday,4.0,12.0,Dec,2010.0,344.0,10.0,49,2302504.86,0.0,5.777777777777777,2.86,126.7934,7.127000000000002,4.0
96,3.0,2012-06-22,4.0,Friday,2.0,6.0,Jun,2012.0,174.0,22.0,25,419497.95,0.0,28.166666666666668,3.346,225.3068615,6.664,3.0
97,19.0,2010-07-30,4.0,Friday,3.0,7.0,July,2010.0,211.0,30.0,30,1366395.96,0.0,22.68333333333333,2.932,132.5983871,8.099,19.0
98,14.0,2010-02-26,4.0,Friday,1.0,2.0,Feb,2010.0,57.0,26.0,8,2095591.63,0.0,1.6055555555555558,,,8.992,14.0
99,8.0,2010-02-12,4.0,Friday,1.0,2.0,Feb,2010.0,43.0,12.0,6,994801.4,1.0,0.7444444444444464,2.548,214.62141890000004,6.299,8.0
100,18.0,2010-05-28,4.0,Friday,2.0,5.0,May,2010.0,148.0,28.0,21,1256282.79,0.0,20.622222222222224,2.906,132.2939355,,18.0
101,20.0,2010-12-31,4.0,Friday,4.0,12.0,Dec,2010.0,365.0,31.0,52,1799737.79,1.0,-1.7499999999999991,3.179,204.6432267,7.484,20.0
102,19.0,2012-06-22,4.0,Friday,2.0,6.0,Jun,2012.0,174.0,22.0,25,1468350.36,0.0,,3.722,138.1629,8.15,19.0
103,2.0,2010-02-19,4.0,Friday,1.0,2.0,Feb,2010.0,50.0,19.0,7,2124451.54,0.0,4.272222222222221,2.514,210.9451605,,2.0
104,13.0,2012-01-20,4.0,Friday,1.0,1.0,Jan,2012.0,20.0,20.0,3,1811606.21,0.0,0.39444444444444493,,130.27922579999998,6.104,13.0
105,11.0,2010-11-26,4.0,Friday,4.0,11.0,Nov,2010.0,330.0,26.0,47,1757242.51,1.0,21.055555555555557,2.735,215.0614025,7.564,11.0
106,15.0,2010-02-19,4.0,Friday,1.0,2.0,Feb,2010.0,50.0,19.0,7,660838.75,0.0,,2.909,131.637,,15.0
107,7.0,2012-04-20,4.0,Friday,2.0,4.0,Apr,2012.0,111.0,20.0,16,457340.06,0.0,4.055555555555554,3.936,197.7227385,8.09,7.0
108,9.0,2010-06-18,4.0,Friday,2.0,6.0,Jun,2010.0,169.0,18.0,24,513073.87,,28.327777777777776,2.637,215.0166484,6.384,9.0
109,14.0,2011-01-07,4.0,Friday,1.0,1.0,Jan,2011.0,7.0,7.0,1,1864746.1,0.0,1.288888888888889,3.193,182.5983058,,14.0
110,8.0,2010-09-17,4.0,Friday,3.0,9.0,Sep,2010.0,260.0,17.0,37,836707.85,0.0,24.066666666666663,2.582,214.8785562,6.315,8.0
111,5.0,2011-07-29,4.0,Friday,3.0,7.0,July,2011.0,210.0,29.0,30,275142.17,0.0,31.900000000000002,3.682,216.0464364,6.529,5.0
112,7.0,2012-09-07,4.0,Friday,3.0,9.0,Sep,2012.0,251.0,7.0,36,597876.55,1.0,14.355555555555558,3.596,198.0950484,7.872000000000001,7.0
113,1.0,2011-05-27,4.0,Friday,2.0,5.0,May,2011.0,147.0,27.0,21,1466046.67,0.0,,3.786,215.5037878,7.682,1.0
114,19.0,2011-06-10,4.0,Friday,2.0,6.0,Jun,2011.0,161.0,10.0,23,1467473.63,0.0,20.144444444444446,,134.94254840000002,7.657999999999999,19.0
115,3.0,2011-11-18,4.0,Friday,4.0,11.0,Nov,2011.0,322.0,18.0,46,398838.97,0.0,17.727777777777774,3.3080000000000003,221.6432852,7.197,3.0
116,16.0,2010-07-09,4.0,Friday,3.0,7.0,July,2010.0,190.0,9.0,27,614253.33,0.0,16.549999999999997,2.7110000000000003,189.5231276,6.867999999999999,16.0
117,13.0,2011-08-12,4.0,Friday,3.0,8.0,Aug,2011.0,224.0,12.0,32,1970341.38,0.0,24.416666666666668,3.606,129.2015806,6.877000000000002,13.0
118,18.0,,,,,,,,,,,1048134.24,0.0,22.916666666666668,3.84,138.1857097,8.535,18.0
119,13.0,2012-03-16,4.0,Friday,1.0,3.0,Mar,2012.0,76.0,16.0,11,2025582.62,0.0,11.38888888888889,3.529,130.82619350000002,6.104,13.0
120,17.0,2010-11-12,4.0,Friday,4.0,11.0,Nov,2010.0,316.0,12.0,45,855459.96,0.0,,2.8310000000000004,126.5461613,,17.0
121,4.0,2011-07-22,4.0,Friday,3.0,7.0,July,2011.0,203.0,22.0,29,2036231.39,0.0,28.244444444444447,3.627,129.1507742,5.644,4.0
122,12.0,2010-09-10,4.0,Friday,3.0,9.0,Sep,2010.0,253.0,10.0,36,903119.03,1.0,28.68333333333333,3.044,126.11458059999998,14.18,12.0
123,4.0,2011-07-08,4.0,Friday,3.0,7.0,July,2011.0,189.0,8.0,27,2066541.86,,29.216666666666672,3.469,129.1125,5.644,4.0
124,10.0,,,,,,,,,,,1831676.03,0.0,31.355555555555554,3.112,126.1283548,9.199,10.0
125,6.0,2011-04-22,4.0,Friday,2.0,4.0,Apr,2011.0,112.0,22.0,16,1639358.93,0.0,23.466666666666665,3.807,217.0146941,6.855,6.0
126,7.0,2012-05-25,4.0,Friday,2.0,5.0,May,2012.0,146.0,25.0,21,532739.77,0.0,10.333333333333334,3.804,197.5886046,8.09,7.0
127,5.0,2010-11-12,4.0,Friday,4.0,11.0,Nov,2010.0,316.0,12.0,45,301827.36,0.0,16.87222222222222,,212.5604113,6.768,5.0
128,3.0,2011-10-07,4.0,Friday,4.0,10.0,Oct,2011.0,280.0,7.0,40,403342.4,0.0,24.188888888888894,3.285,,7.197,3.0
129,3.0,2010-06-04,4.0,Friday,2.0,6.0,Jun,2010.0,155.0,4.0,22,396968.8,0.0,25.85,2.705,214.4958382,7.343,3.0
130,3.0,2012-10-19,4.0,Friday,4.0,10.0,Oct,2012.0,293.0,19.0,42,424513.08,0.0,23.022222222222222,3.594,226.9688442,6.034,3.0
131,14.0,2010-06-18,4.0,Friday,2.0,6.0,Jun,2010.0,169.0,18.0,24,2248645.59,0.0,22.56666666666667,2.78,182.4424199,8.899,14.0
132,7.0,,,,,,,,,,,716388.81,,-6.255555555555556,2.778,,,7.0
133,17.0,2010-06-11,4.0,Friday,2.0,6.0,Jun,2010.0,162.0,11.0,23,845252.21,0.0,13.966666666666667,2.841,126.1119032,,17.0
134,8.0,2011-08-12,4.0,Friday,3.0,8.0,Aug,2011.0,224.0,12.0,32,856796.1,0.0,30.02777777777778,3.638,219.0075249,,8.0
135,19.0,2012-04-20,4.0,Friday,2.0,4.0,Apr,2012.0,111.0,20.0,16,1255087.26,0.0,12.888888888888891,4.17,137.9230667,8.15,19.0
